Unnamed: 0,macro_subject,domain_group,category_tag,open_status,paper_title,paper_id
12984,Probability,"Probability, Statistics, and ML",disordered exclusion processes,partially_solved,Recent Results and Open Problems on the Hydrodynamics of Disordered Asymmetric Exclusion and Zero-Range Processes,math/9906194
12985,Number Theory,Number Theory,arithmetic progressions of powers,unknown,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
12986,Logic and Foundations,Logic and Foundations,Archimedean t-norms,solved,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
12987,Number Theory,Number Theory,Diophantine equations,unknown,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
12988,Logic and Foundations,Logic and Foundations,fuzzy implications,partially_solved,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
12989,Number Theory,Number Theory,Quartic Diophantine equations,unknown,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
12990,Probability,"Probability, Statistics, and ML",copula transformations,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
12991,Number Theory,Number Theory,Generalized Fermat equations,open,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
12992,Probability,"Probability, Statistics, and ML",Parametric copula families,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
12993,Number Theory,Number Theory,Generalized Fermat equations,solved,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
12994,Algebra,Algebra and Representation Theory,Uninorms and induced orders,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
12995,Number Theory,Number Theory,Rational points on hyperelliptic curves,unknown,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
12996,Applied Mathematics,Applied and Computational Mathematics,penalty-based aggregation on interval lattices,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
12997,Number Theory,Number Theory,Generalized Fermat equations / Hasse principle,open,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
12998,Applied Mathematics,Applied and Computational Mathematics,generalized uniform fuzzy partitions,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
12999,Number Theory,Number Theory,prime sums and perfect powers,open,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
13000,Logic and Foundations,Logic and Foundations,aggregation operators in quantitative logic,open,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13001,Number Theory,Number Theory,Exponential Diophantine equations,unknown,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
13002,Logic and Foundations,Logic and Foundations,quantitative fuzzy logic,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13003,Number Theory,Number Theory,Diophantine equations with S-unit values,unknown,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
13004,Logic and Foundations,Logic and Foundations,Lattice-valued quantitative logic,partially_solved,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13005,Number Theory,Number Theory,Diophantine equations with Fibonacci numbers,unknown,SOME OPEN PROBLEMS ABOUT DIOPHANTINE EQUATIONS,google__07-workshop-problems
13006,Logic and Foundations,Logic and Foundations,lattice-valued measures and aggregation,open,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13007,Topology,Geometry and Topology,remote points and Stone–Čech compactifications,partially_solved,Open Problems in Topology,google__0716-0917-proy-41-02-437
13008,Analysis,"Analysis, PDEs, and Dynamics",Semicopula inequalities,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13009,Topology,Geometry and Topology,remote points in Stone–Čech compactifications,unknown,Open Problems in Topology,google__0716-0917-proy-41-02-437
13010,Applied Mathematics,Applied and Computational Mathematics,Semicopula-based universal integrals,solved,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13011,Topology,Geometry and Topology,remote points and Stone–Čech compactifications,unknown,Open Problems in Topology,google__0716-0917-proy-41-02-437
13012,Analysis,"Analysis, PDEs, and Dynamics",Semicopula-based universal integrals,partially_solved,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13013,Topology,Geometry and Topology,Stone–Čech compactifications and far points,unknown,Open Problems in Topology,google__0716-0917-proy-41-02-437
13014,Analysis,"Analysis, PDEs, and Dynamics",Non-additive measures and convergence,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13015,Topology,Geometry and Topology,Parovichenko spaces and independent matrices,unknown,Open Problems in Topology,google__0716-0917-proy-41-02-437
13016,Analysis,"Analysis, PDEs, and Dynamics",semicopula-based universal integrals,partially_solved,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13017,Topology,Geometry and Topology,Extremally disconnected spaces,partially_solved,Open Problems in Topology,google__0716-0917-proy-41-02-437
13018,Algebra,Algebra and Representation Theory,effect algebras,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13019,Topology,Geometry and Topology,P-spaces and F-spaces,open,Open Problems in Topology,google__0716-0917-proy-41-02-437
13020,Algebra,Algebra and Representation Theory,State MV-algebras,unknown,Open problems from the 12th International Conference on Fuzzy Set Theory and Its Applications,mesiar/0506948
13021,Topology,Geometry and Topology,Stone–Čech remainders of ψ-spaces,partially_solved,Open Problems in Topology,google__0716-0917-proy-41-02-437
13022,Applied Mathematics,Applied and Computational Mathematics,Positive linear systems and realization theory,open,Minimal positive realizations: a survey of recent results and open problems,minimal-positive-realizations-a-survey-of-recent-results-and-open-problems
13023,Topology,Geometry and Topology,set-theoretic topology,partially_solved,Open Problems in Topology,google__0716-0917-proy-41-02-437
13024,Applied Mathematics,Applied and Computational Mathematics,positive linear systems realizations,open,Minimal positive realizations: a survey of recent results and open problems,minimal-positive-realizations-a-survey-of-recent-results-and-open-problems
13025,Topology,Geometry and Topology,tightness in compact spaces,unknown,Open Problems in Topology,google__0716-0917-proy-41-02-437
13026,Applied Mathematics,Applied and Computational Mathematics,Positive systems and realization theory,open,Minimal positive realizations: a survey of recent results and open problems,minimal-positive-realizations-a-survey-of-recent-results-and-open-problems
13027,Topology,Geometry and Topology,α-realcompact sequential compacta,unknown,Open Problems in Topology,google__0716-0917-proy-41-02-437
13028,Applied Mathematics,Applied and Computational Mathematics,positive linear systems / minimal realizations,open,Minimal positive realizations: a survey of recent results and open problems,minimal-positive-realizations-a-survey-of-recent-results-and-open-problems
13029,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonian graph theory,open,How many conjectures can you stand? – a survey,google__074
13030,Applied Mathematics,Applied and Computational Mathematics,Positive systems and minimal realizations,open,Minimal positive realizations: a survey of recent results and open problems,minimal-positive-realizations-a-survey-of-recent-results-and-open-problems
13031,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonicity of line graphs,open,How many conjectures can you stand? – a survey,google__074
13032,Applied Mathematics,Applied and Computational Mathematics,Positive linear systems / minimal positive realizations,open,Minimal positive realizations: a survey of recent results and open problems,minimal-positive-realizations-a-survey-of-recent-results-and-open-problems
13033,Combinatorics,Discrete Mathematics and Combinatorics,Graph theory: dominating trails and Hamiltonian line graphs,open,How many conjectures can you stand? – a survey,google__074
13034,Applied Mathematics,Applied and Computational Mathematics,positive realizations of linear systems,open,Minimal positive realizations: a survey of recent results and open problems,minimal-positive-realizations-a-survey-of-recent-results-and-open-problems
13035,Combinatorics,Discrete Mathematics and Combinatorics,Dominating cycles in cubic graphs,open,How many conjectures can you stand? – a survey,google__074
13036,Applied Mathematics,Applied and Computational Mathematics,Positive systems and realization theory,open,Minimal positive realizations: a survey of recent results and open problems,minimal-positive-realizations-a-survey-of-recent-results-and-open-problems
13037,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonicity in claw-free graphs,open,How many conjectures can you stand? – a survey,google__074
13038,Logic and Foundations,Logic and Foundations,mutual stationarity and inner model theory,open,Some open problems in mutual stationarity involving inner model theory: a commentary.,msopenproblems
13039,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonicity of claw-free graphs,open,How many conjectures can you stand? – a survey,google__074
13040,Logic and Foundations,Logic and Foundations,mutual stationarity and inner model theory,open,Some open problems in mutual stationarity involving inner model theory: a commentary.,msopenproblems
13041,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonian and dominating cycles in cubic graphs,open,How many conjectures can you stand? – a survey,google__074
13042,Logic and Foundations,Logic and Foundations,mutual stationarity and inner model theory,open,Some open problems in mutual stationarity involving inner model theory: a commentary.,msopenproblems
13043,Combinatorics,Discrete Mathematics and Combinatorics,Dominating cycles in cubic graphs,open,How many conjectures can you stand? – a survey,google__074
13044,Logic and Foundations,Logic and Foundations,mutual stationarity and inner model theory,open,Some open problems in mutual stationarity involving inner model theory: a commentary.,msopenproblems
13045,Combinatorics,Discrete Mathematics and Combinatorics,Dominating cycles in snarks,open,How many conjectures can you stand? – a survey,google__074
13046,Mathematical Physics,Mathematical Physics,Laplacian growth and pole dynamics,open,"Pole solutions in the case of problems of flame front propagation and Saffman-Teylor ""finger"" formation without surface tension: open problems and possible ways of their solutions",nlin/0306038
13047,Combinatorics,Discrete Mathematics and Combinatorics,Cubic graphs and dominating cycles,open,How many conjectures can you stand? – a survey,google__074
13048,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Laplacian growth pole dynamics,open,"Pole solutions in the case of problems of flame front propagation and Saffman-Teylor ""finger"" formation without surface tension: open problems and possible ways of their solutions",nlin/0306038
13049,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonicity of cubic graphs,open,How many conjectures can you stand? – a survey,google__074
13050,Mathematical Physics,Mathematical Physics,Saffman-Taylor pole dynamics,unknown,"Pole solutions in the case of problems of flame front propagation and Saffman-Teylor ""finger"" formation without surface tension: open problems and possible ways of their solutions",nlin/0306038
13051,Combinatorics,Discrete Mathematics and Combinatorics,Cycles in cubic graphs and snarks,open,How many conjectures can you stand? – a survey,google__074
13052,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Saffman–Taylor finger selection,unknown,"Pole solutions in the case of problems of flame front propagation and Saffman-Teylor ""finger"" formation without surface tension: open problems and possible ways of their solutions",nlin/0306038
